,Description,Source,Quantity,Invoice Count,UnitPrice,TopPrice
4208,EMBROIDERED RIBBON REEL DAISY ,Offline,355.0,21,2.25,True
4209,EMBROIDERED RIBBON REEL DAISY ,Website,124.0,25,2.33,True
4210,EMBROIDERED RIBBON REEL EMILY ,Amazon,114.0,23,2.25,True
4211,EMBROIDERED RIBBON REEL EMILY ,Emag,278.0,29,2.45,True
4212,EMBROIDERED RIBBON REEL EMILY ,Offline,112.0,24,2.08,True
4213,EMBROIDERED RIBBON REEL EMILY ,Website,64.0,26,2.47,True
4214,EMBROIDERED RIBBON REEL RACHEL ,Amazon,26.0,9,3.66,True
4215,EMBROIDERED RIBBON REEL RACHEL ,Emag,40.0,11,2.89,True
4216,EMBROIDERED RIBBON REEL RACHEL ,Offline,145.0,14,3.07,True
4217,EMBROIDERED RIBBON REEL RACHEL ,Website,145.0,12,2.86,True
4218,EMBROIDERED RIBBON REEL REBECCA ,Amazon,44.0,12,3.62,True
4219,EMBROIDERED RIBBON REEL REBECCA ,Emag,55.0,16,3.43,True
4220,EMBROIDERED RIBBON REEL REBECCA ,Offline,84.0,20,3.67,True
4221,EMBROIDERED RIBBON REEL REBECCA ,Website,151.0,15,3.03,True
4222,EMBROIDERED RIBBON REEL ROSIE,Amazon,185.0,11,2.24,True
4223,EMBROIDERED RIBBON REEL ROSIE,Emag,196.0,13,2.19,True
4224,EMBROIDERED RIBBON REEL ROSIE,Offline,33.0,11,2.64,True
4225,EMBROIDERED RIBBON REEL ROSIE,Website,87.0,23,2.26,True
4226,EMBROIDERED RIBBON REEL RUBY ,Amazon,93.0,11,4.05,True
4227,EMBROIDERED RIBBON REEL RUBY ,Emag,26.0,8,4.21,True
4228,EMBROIDERED RIBBON REEL RUBY ,Offline,20.0,6,3.75,True
4229,EMBROIDERED RIBBON REEL RUBY ,Website,29.0,8,3.75,True
4230,EMBROIDERED RIBBON REEL SALLY ,Amazon,52.0,11,2.45,True
4231,EMBROIDERED RIBBON REEL SALLY ,Emag,184.0,13,2.53,True
4232,EMBROIDERED RIBBON REEL SALLY ,Offline,112.0,27,2.22,True
4233,EMBROIDERED RIBBON REEL SALLY ,Website,124.0,24,2.34,True
4234,EMBROIDERED RIBBON REEL SOPHIE  ,Amazon,93.0,6,3.67,True
4235,EMBROIDERED RIBBON REEL SOPHIE  ,Emag,94.0,8,3.69,True
4236,EMBROIDERED RIBBON REEL SOPHIE  ,Offline,44.0,15,3.96,True
4237,EMBROIDERED RIBBON REEL SOPHIE  ,Website,66.0,16,3.88,True
4238,EMBROIDERED RIBBON REEL SUSIE ,Amazon,82.0,23,2.26,True
4239,EMBROIDERED RIBBON REEL SUSIE ,Emag,344.0,17,2.41,True
4240,EMBROIDERED RIBBON REEL SUSIE ,Offline,73.0,20,2.28,True
4241,EMBROIDERED RIBBON REEL SUSIE ,Website,61.0,11,2.27,True
4242,EMERGENCY FIRST AID TIN ,Amazon,237.0,59,1.91,True
4243,EMERGENCY FIRST AID TIN ,Emag,316.0,64,1.91,True
4244,EMERGENCY FIRST AID TIN ,Offline,317.0,69,1.81,True
4245,EMERGENCY FIRST AID TIN ,Website,179.0,61,1.92,True
4246,EMPIRE BIRTHDAY CARD,Amazon,338.0,36,0.57,True
4247,EMPIRE BIRTHDAY CARD,Emag,322.0,40,0.61,True
4248,EMPIRE BIRTHDAY CARD,Offline,253.0,39,0.61,True
4249,EMPIRE BIRTHDAY CARD,Website,293.0,34,0.6,True
4250,EMPIRE DESIGN ROSETTE,Amazon,53.0,9,1.25,True
4251,EMPIRE DESIGN ROSETTE,Emag,3948.0,7,1.19,False
4252,EMPIRE DESIGN ROSETTE,Offline,123.0,6,1.22,True
4253,EMPIRE DESIGN ROSETTE,Website,119.0,7,1.25,True
4254,EMPIRE GIFT WRAP,Amazon,675.0,25,0.42,False
4255,EMPIRE GIFT WRAP,Emag,900.0,31,0.42,True
4256,EMPIRE GIFT WRAP,Offline,1150.0,27,0.41,True
4257,EMPIRE GIFT WRAP,Website,675.0,26,0.42,True
4258,EMPIRE TISSUE BOX,Amazon,798.0,47,1.17,False
4259,EMPIRE TISSUE BOX,Emag,390.0,45,0.82,True
4260,EMPIRE TISSUE BOX,Offline,336.0,38,0.94,True
4261,EMPIRE TISSUE BOX,Website,460.0,43,0.83,True
4262,EMPIRE UNION JACK TV DINNER TRAY,Amazon,658.0,25,6.24,True
4263,EMPIRE UNION JACK TV DINNER TRAY,Emag,77.0,33,6.49,False
4264,EMPIRE UNION JACK TV DINNER TRAY,Offline,48.0,25,8.04,True
4265,EMPIRE UNION JACK TV DINNER TRAY,Website,91.0,45,6.73,True
4266,ENAMEL BLUE RIM BISCUIT BIN,Amazon,44.0,15,5.26,True
4267,ENAMEL BLUE RIM BISCUIT BIN,Emag,27.0,10,5.88,True
4268,ENAMEL BLUE RIM BISCUIT BIN,Offline,25.0,14,6.31,True
4269,ENAMEL BLUE RIM BISCUIT BIN,Website,7.0,5,6.81,True
4270,ENAMEL BLUE RIM COFFEE CONTAINER,Amazon,73.0,8,1.15,True
4271,ENAMEL BLUE RIM COFFEE CONTAINER,Emag,40.0,10,1.5,True
4272,ENAMEL BLUE RIM COFFEE CONTAINER,Offline,4.0,6,2.48,True
4273,ENAMEL BLUE RIM COFFEE CONTAINER,Website,22.0,4,1.68,True
4274,ENAMEL BLUE RIM TEA CONTAINER,Amazon,1.0,1,2.1,True
4275,ENAMEL BLUE RIM TEA CONTAINER,Website,7.0,2,1.46,True
4276,ENAMEL BOWL PANTRY,Amazon,24.0,2,1.25,True
4277,ENAMEL BREAD BIN CREAM,Amazon,260.0,120,16.08,True
4278,ENAMEL BREAD BIN CREAM,Emag,208.0,113,15.5,True
4279,ENAMEL BREAD BIN CREAM,Offline,178.0,123,15.88,True
4280,ENAMEL BREAD BIN CREAM,Website,201.0,117,15.58,True
4281,ENAMEL COLANDER CREAM,Amazon,112.0,42,5.75,True
4282,ENAMEL COLANDER CREAM,Emag,119.0,39,5.43,True
4283,ENAMEL COLANDER CREAM,Offline,146.0,49,5.77,True
4284,ENAMEL COLANDER CREAM,Website,78.0,40,5.71,True
4285,ENAMEL DINNER PLATE PANTRY,Emag,12.0,1,1.65,True
4286,ENAMEL FIRE BUCKET CREAM,Amazon,74.0,30,7.43,False
4287,ENAMEL FIRE BUCKET CREAM,Emag,80.0,36,7.93,True
4288,ENAMEL FIRE BUCKET CREAM,Offline,51.0,30,7.94,True
4289,ENAMEL FIRE BUCKET CREAM,Website,45.0,22,9.25,True
4290,ENAMEL FLOWER JUG CREAM,Amazon,459.0,138,6.62,True
4291,ENAMEL FLOWER JUG CREAM,Emag,651.0,118,6.45,False
4292,ENAMEL FLOWER JUG CREAM,Offline,576.0,137,6.57,True
4293,ENAMEL FLOWER JUG CREAM,Website,385.0,135,6.39,True
4294,ENAMEL JUG PANTRY,Amazon,4.0,1,3.75,True
4295,ENAMEL JUG PANTRY,Offline,4.0,1,3.75,True
4296,ENAMEL MEASURING JUG CREAM,Amazon,437.0,97,4.87,True
4297,ENAMEL MEASURING JUG CREAM,Emag,225.0,88,4.89,True
4298,ENAMEL MEASURING JUG CREAM,Offline,362.0,118,4.76,True
4299,ENAMEL MEASURING JUG CREAM,Website,215.0,100,4.74,True
4300,ENAMEL MUG PANTRY,Emag,12.0,1,1.25,True
4301,ENAMEL PINK COFFEE CONTAINER,Amazon,129.0,18,2.0,True
4302,ENAMEL PINK COFFEE CONTAINER,Emag,154.0,20,1.35,True
4303,ENAMEL PINK COFFEE CONTAINER,Offline,158.0,17,1.6,True
4304,ENAMEL PINK COFFEE CONTAINER,Website,193.0,22,1.66,True
4305,ENAMEL PINK TEA CONTAINER,Amazon,63.0,13,2.21,True
4306,ENAMEL PINK TEA CONTAINER,Emag,103.0,21,2.49,True
4307,ENAMEL PINK TEA CONTAINER,Offline,123.0,22,2.36,True
4308,ENAMEL PINK TEA CONTAINER,Website,141.0,17,1.58,True
4309,ENAMEL WASH BOWL CREAM,Amazon,176.0,53,5.17,True
4310,ENAMEL WASH BOWL CREAM,Emag,215.0,54,4.58,True
4311,ENAMEL WASH BOWL CREAM,Offline,178.0,57,4.33,True
4312,ENAMEL WASH BOWL CREAM,Website,165.0,52,5.29,True
4313,ENAMEL WATERING CAN CREAM,Amazon,139.0,50,5.73,True
4314,ENAMEL WATERING CAN CREAM,Emag,140.0,49,5.14,False
4315,ENAMEL WATERING CAN CREAM,Offline,169.0,65,5.79,True
4316,ENAMEL WATERING CAN CREAM,Website,162.0,48,5.61,True
4317,ENCHANTED BIRD COATHANGER 5 HOOK,Amazon,224.0,66,5.59,True
4318,ENCHANTED BIRD COATHANGER 5 HOOK,Emag,222.0,61,5.56,False
4319,ENCHANTED BIRD COATHANGER 5 HOOK,Offline,185.0,59,5.47,True
4320,ENCHANTED BIRD COATHANGER 5 HOOK,Website,174.0,62,5.42,True
4321,ENCHANTED BIRD PLANT CAGE,Amazon,57.0,15,4.2,False
4322,ENCHANTED BIRD PLANT CAGE,Emag,38.0,11,4.35,True
4323,ENCHANTED BIRD PLANT CAGE,Offline,36.0,10,3.96,True
4324,ENCHANTED BIRD PLANT CAGE,Website,56.0,13,3.63,True
4325,ENGLISH ROSE GARDEN SECATEURS,Amazon,323.0,46,1.68,False
4326,ENGLISH ROSE GARDEN SECATEURS,Emag,707.0,59,1.59,True
4327,ENGLISH ROSE GARDEN SECATEURS,Offline,440.0,48,1.54,True
4328,ENGLISH ROSE GARDEN SECATEURS,Website,537.0,65,1.44,True
4329,ENGLISH ROSE HOT WATER BOTTLE,Amazon,339.0,92,5.06,True
4330,ENGLISH ROSE HOT WATER BOTTLE,Emag,435.0,96,5.39,True
4331,ENGLISH ROSE HOT WATER BOTTLE,Offline,328.0,103,5.3,True
4332,ENGLISH ROSE HOT WATER BOTTLE,Website,509.0,99,5.56,True
4333,ENGLISH ROSE METAL WASTE BIN,Amazon,9.0,6,2.95,True
4334,ENGLISH ROSE METAL WASTE BIN,Emag,2.0,1,2.95,False
4335,ENGLISH ROSE METAL WASTE BIN,Offline,6.0,2,2.95,True
4336,ENGLISH ROSE METAL WASTE BIN,Website,3.0,2,2.95,True
4337,ENGLISH ROSE NOTEBOOK A6 SIZE,Amazon,31.0,5,0.65,False
4338,ENGLISH ROSE NOTEBOOK A6 SIZE,Emag,336.0,5,0.6,True
4339,ENGLISH ROSE NOTEBOOK A6 SIZE,Offline,15.0,5,0.65,True
4340,ENGLISH ROSE NOTEBOOK A6 SIZE,Website,17.0,6,0.78,True
4341,ENGLISH ROSE NOTEBOOK A7 SIZE,Amazon,710.0,76,0.51,False
4342,ENGLISH ROSE NOTEBOOK A7 SIZE,Emag,672.0,84,0.57,True
4343,ENGLISH ROSE NOTEBOOK A7 SIZE,Offline,682.0,86,0.53,True
4344,ENGLISH ROSE NOTEBOOK A7 SIZE,Website,1056.0,104,0.55,True
4345,ENGLISH ROSE SCENTED HANGING FLOWER,Amazon,109.0,32,1.87,True
4346,ENGLISH ROSE SCENTED HANGING FLOWER,Emag,259.0,24,1.75,True
4347,ENGLISH ROSE SCENTED HANGING FLOWER,Offline,113.0,38,1.83,True
4348,ENGLISH ROSE SCENTED HANGING FLOWER,Website,66.0,23,2.1,True
4349,ENGLISH ROSE SCENTED HANGING HEART,Offline,1.0,1,4.25,True
4350,ENGLISH ROSE SCENTED HANGING HEART,Website,3.0,1,4.25,True
4351,ENGLISH ROSE SMALL SCENTED FLOWER,Amazon,52.0,11,1.2,True
4352,ENGLISH ROSE SMALL SCENTED FLOWER,Emag,46.0,12,1.18,False
4353,ENGLISH ROSE SMALL SCENTED FLOWER,Offline,46.0,12,1.11,True
4354,ENGLISH ROSE SMALL SCENTED FLOWER,Website,75.0,14,1.07,True
4355,ENGLISH ROSE SPIRIT LEVEL ,Amazon,212.0,26,1.48,False
4356,ENGLISH ROSE SPIRIT LEVEL ,Emag,166.0,28,1.86,True
4357,ENGLISH ROSE SPIRIT LEVEL ,Offline,318.0,33,1.74,True
4358,ENGLISH ROSE SPIRIT LEVEL ,Website,278.0,32,1.79,True
4359,ENVELOPE 50 BLOSSOM IMAGES,Amazon,218.0,38,0.72,True
4360,ENVELOPE 50 BLOSSOM IMAGES,Emag,123.0,36,0.7,False
4361,ENVELOPE 50 BLOSSOM IMAGES,Offline,433.0,44,0.66,True
4362,ENVELOPE 50 BLOSSOM IMAGES,Website,291.0,42,0.65,True
4363,ENVELOPE 50 CURIOUS IMAGES,Amazon,5.0,2,0.85,False
4364,ENVELOPE 50 CURIOUS IMAGES,Emag,19.0,3,0.56,True
4365,ENVELOPE 50 CURIOUS IMAGES,Offline,11.0,3,0.71,True
4366,ENVELOPE 50 CURIOUS IMAGES,Website,15.0,4,0.53,True
4367,ENVELOPE 50 ROMANTIC IMAGES,Amazon,1.0,1,0.85,True
4368,ENVELOPE 50 ROMANTIC IMAGES,Emag,6.0,4,0.84,True
4369,ENVELOPE 50 ROMANTIC IMAGES,Offline,8.0,3,0.85,True
4370,ENVELOPE 50 ROMANTIC IMAGES,Website,1.0,1,0.85,True
4371,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,Amazon,3218.0,8,0.29,True
4372,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,Emag,84.0,6,0.26,True
4373,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,Offline,24.0,1,0.18,True
4374,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,Website,2558.0,16,0.28,True
4375,ETCHED GLASS COASTER,Amazon,409.0,18,0.95,True
4376,ETCHED GLASS COASTER,Emag,403.0,22,0.79,True
4377,ETCHED GLASS COASTER,Offline,286.0,16,0.81,True
4378,ETCHED GLASS COASTER,Website,520.0,17,0.81,True
4379,ETCHED GLASS STAR TREE DECORATION,Amazon,1.0,1,1.25,True
4380,EUCALYPTUS & PINECONE  WREATH,Amazon,86.0,17,5.27,True
4381,EUCALYPTUS & PINECONE  WREATH,Emag,136.0,26,4.83,False
4382,EUCALYPTUS & PINECONE  WREATH,Offline,74.0,19,5.43,True
4383,EUCALYPTUS & PINECONE  WREATH,Website,73.0,17,5.33,True
4384,FAIRY CAKE BIRTHDAY CANDLE SET,Amazon,142.0,31,3.96,True
4385,FAIRY CAKE BIRTHDAY CANDLE SET,Emag,152.0,33,4.18,True
4386,FAIRY CAKE BIRTHDAY CANDLE SET,Offline,60.0,19,3.75,True
4387,FAIRY CAKE BIRTHDAY CANDLE SET,Website,37.0,21,3.93,True
4388,FAIRY CAKE DESIGN UMBRELLA,Amazon,95.0,35,5.46,True
4389,FAIRY CAKE DESIGN UMBRELLA,Emag,162.0,32,4.44,True
4390,FAIRY CAKE DESIGN UMBRELLA,Offline,117.0,38,5.18,True
4391,FAIRY CAKE DESIGN UMBRELLA,Website,79.0,30,5.09,True
4392,FAIRY CAKE FLANNEL ASSORTED COLOUR,Amazon,776.0,63,1.98,True
4393,FAIRY CAKE FLANNEL ASSORTED COLOUR,Emag,916.0,81,2.55,True
4394,FAIRY CAKE FLANNEL ASSORTED COLOUR,Offline,4500.0,65,2.17,True
4395,FAIRY CAKE FLANNEL ASSORTED COLOUR,Website,911.0,61,2.45,True
4396,FAIRY CAKE NOTEBOOK A5 SIZE,Amazon,7.0,4,1.25,True
4397,FAIRY CAKE NOTEBOOK A5 SIZE,Emag,4.0,3,1.39,True
4398,FAIRY CAKE NOTEBOOK A5 SIZE,Offline,17.0,2,1.25,True
4399,FAIRY CAKE NOTEBOOK A5 SIZE,Website,27.0,3,1.39,True
4400,FAIRY CAKES NOTEBOOK A6 SIZE,Amazon,280.0,44,0.87,True
4401,FAIRY CAKES NOTEBOOK A6 SIZE,Emag,238.0,33,0.8,True
4402,FAIRY CAKES NOTEBOOK A6 SIZE,Offline,237.0,48,0.92,True
4403,FAIRY CAKES NOTEBOOK A6 SIZE,Website,498.0,34,0.97,True
4404,FAIRY CAKES NOTEBOOK A7 SIZE,Amazon,509.0,44,0.6,True
4405,FAIRY CAKES NOTEBOOK A7 SIZE,Emag,500.0,52,0.56,False
4406,FAIRY CAKES NOTEBOOK A7 SIZE,Offline,546.0,34,0.53,True
4407,FAIRY CAKES NOTEBOOK A7 SIZE,Website,504.0,52,0.54,True
4408,FAIRY DREAMS INCENSE ,Amazon,280.0,23,0.36,True
4409,FAIRY DREAMS INCENSE ,Emag,338.0,39,0.38,True
4410,FAIRY DREAMS INCENSE ,Offline,388.0,25,0.34,True
4411,FAIRY DREAMS INCENSE ,Website,258.0,14,0.32,True
4412,FAIRY SOAP SOAP HOLDER,Amazon,46.0,15,2.12,True
4413,FAIRY SOAP SOAP HOLDER,Emag,48.0,19,2.03,False
4414,FAIRY SOAP SOAP HOLDER,Offline,79.0,25,2.02,True
4415,FAIRY SOAP SOAP HOLDER,Website,92.0,18,2.05,True
4416,FAIRY TALE COTTAGE NIGHT LIGHT,Amazon,352.0,41,2.53,True
4417,FAIRY TALE COTTAGE NIGHT LIGHT,Emag,141.0,18,2.43,True
4418,FAIRY TALE COTTAGE NIGHT LIGHT,Offline,112.0,24,3.03,True
4419,FAIRY TALE COTTAGE NIGHT LIGHT,Website,355.0,35,2.31,True
4420,FAIRY TALE COTTAGE NIGHTLIGHT,Amazon,321.0,21,2.66,True
4421,FAIRY TALE COTTAGE NIGHTLIGHT,Emag,943.0,26,2.15,True
4422,FAIRY TALE COTTAGE NIGHTLIGHT,Offline,653.0,25,2.2,True
4423,FAIRY TALE COTTAGE NIGHTLIGHT,Website,172.0,25,2.58,True
4424,FAMILY ALBUM WHITE PICTURE FRAME,Amazon,330.0,94,10.16,True
4425,FAMILY ALBUM WHITE PICTURE FRAME,Emag,319.0,95,9.74,True
4426,FAMILY ALBUM WHITE PICTURE FRAME,Offline,267.0,110,10.25,True
4427,FAMILY ALBUM WHITE PICTURE FRAME,Website,250.0,91,10.07,True
4428,FAMILY PHOTO FRAME CORNICE,Amazon,201.0,70,11.05,True
4429,FAMILY PHOTO FRAME CORNICE,Emag,178.0,74,10.37,True
4430,FAMILY PHOTO FRAME CORNICE,Offline,318.0,68,10.89,True
4431,FAMILY PHOTO FRAME CORNICE,Website,135.0,75,11.12,True
4432,FAN BLACK FRAME ,Amazon,5.0,2,0.29,True
4433,FAN BLACK FRAME ,Emag,35.0,3,0.29,True
4434,FAN BLACK FRAME ,Offline,68.0,3,0.29,True
4435,FAN BLACK FRAME ,Website,35.0,5,0.29,True
4436,FANCY FONTS BIRTHDAY WRAP,Amazon,2275.0,57,0.42,True
4437,FANCY FONTS BIRTHDAY WRAP,Emag,2075.0,66,0.42,False
4438,FANCY FONTS BIRTHDAY WRAP,Offline,1875.0,56,0.42,True
4439,FANCY FONTS BIRTHDAY WRAP,Website,2375.0,53,0.42,True
4440,FANNY'S REST STOPMETAL SIGN,Amazon,100.0,29,2.96,True
4441,FANNY'S REST STOPMETAL SIGN,Emag,130.0,41,3.0,True
4442,FANNY'S REST STOPMETAL SIGN,Offline,115.0,36,2.72,True
4443,FANNY'S REST STOPMETAL SIGN,Website,163.0,37,2.89,True
4444,FAUX FUR CHOCOLATE THROW,Amazon,27.0,12,17.7,True
4445,FAUX FUR CHOCOLATE THROW,Emag,6.0,6,23.28,True
4446,FAUX FUR CHOCOLATE THROW,Offline,25.0,14,18.38,True
4447,FAUX FUR CHOCOLATE THROW,Website,30.0,18,18.27,True
4448,FAWN AND MUSHROOM GREETING CARD,Amazon,32.0,6,0.7,True
4449,FAWN AND MUSHROOM GREETING CARD,Emag,25.0,3,0.56,False
4450,FAWN AND MUSHROOM GREETING CARD,Offline,61.0,5,0.5,True
4451,FAWN AND MUSHROOM GREETING CARD,Website,10.0,5,0.84,True
4452,FAWN BLUE HOT WATER BOTTLE,Amazon,801.0,125,4.03,True
4453,FAWN BLUE HOT WATER BOTTLE,Emag,1027.0,137,4.27,True
4454,FAWN BLUE HOT WATER BOTTLE,Offline,684.0,128,3.79,True
4455,FAWN BLUE HOT WATER BOTTLE,Website,714.0,123,4.23,True
4456,FBA,Website,160.0,1,0.0,True
4457,FELT EGG COSY BLUE RABBIT ,Amazon,82.0,22,1.31,True
4458,FELT EGG COSY BLUE RABBIT ,Emag,159.0,28,1.16,True
4459,FELT EGG COSY BLUE RABBIT ,Offline,139.0,28,1.27,True
4460,FELT EGG COSY BLUE RABBIT ,Website,168.0,30,1.35,True
4461,FELT EGG COSY CHICKEN,Amazon,229.0,37,1.08,True
4462,FELT EGG COSY CHICKEN,Emag,172.0,34,1.08,True
4463,FELT EGG COSY CHICKEN,Offline,396.0,45,1.06,True
4464,FELT EGG COSY CHICKEN,Website,225.0,30,1.19,True
4465,FELT EGG COSY LADYBIRD ,Amazon,33.0,14,1.18,True
4466,FELT EGG COSY LADYBIRD ,Emag,92.0,15,0.94,True
4467,FELT EGG COSY LADYBIRD ,Offline,20.0,12,1.07,True
4468,FELT EGG COSY LADYBIRD ,Website,133.0,14,0.96,True
4469,FELT EGG COSY WHITE RABBIT ,Amazon,156.0,28,1.19,True
4470,FELT EGG COSY WHITE RABBIT ,Emag,103.0,26,1.09,False
4471,FELT EGG COSY WHITE RABBIT ,Offline,159.0,30,1.16,True
4472,FELT EGG COSY WHITE RABBIT ,Website,163.0,33,1.04,True
4473,FELT FARM ANIMAL CHICKEN,Amazon,34.0,12,1.86,True
4474,FELT FARM ANIMAL CHICKEN,Emag,69.0,12,1.35,True
4475,FELT FARM ANIMAL CHICKEN,Offline,100.0,16,1.63,True
4476,FELT FARM ANIMAL CHICKEN,Website,88.0,16,1.48,True
4477,FELT FARM ANIMAL HEN,Amazon,225.0,15,1.03,True
4478,FELT FARM ANIMAL HEN,Emag,71.0,9,0.93,True
4479,FELT FARM ANIMAL HEN,Offline,130.0,9,1.02,True
4480,FELT FARM ANIMAL HEN,Website,55.0,12,1.18,True
4481,FELT FARM ANIMAL RABBIT,Amazon,222.0,21,1.32,True
4482,FELT FARM ANIMAL RABBIT,Emag,425.0,19,1.24,False
4483,FELT FARM ANIMAL RABBIT,Offline,162.0,22,1.28,True
4484,FELT FARM ANIMAL RABBIT,Website,96.0,17,1.46,True
4485,FELT FARM ANIMAL SHEEP,Amazon,94.0,17,1.15,True
4486,FELT FARM ANIMAL SHEEP,Emag,52.0,9,1.29,True
4487,FELT FARM ANIMAL SHEEP,Offline,36.0,10,0.97,True
4488,FELT FARM ANIMAL SHEEP,Website,191.0,8,0.94,True
4489,FELT FARM ANIMAL WHITE BUNNY ,Amazon,173.0,18,1.2,True
4490,FELT FARM ANIMAL WHITE BUNNY ,Emag,233.0,23,1.05,True
4491,FELT FARM ANIMAL WHITE BUNNY ,Offline,288.0,27,1.05,True
4492,FELT FARM ANIMAL WHITE BUNNY ,Website,869.0,32,0.92,True
4493,FELT TOADSTOOL  SMALL,Amazon,149.0,22,1.24,False
4494,FELT TOADSTOOL  SMALL,Emag,96.0,17,1.17,True
4495,FELT TOADSTOOL  SMALL,Offline,162.0,18,1.2,True
4496,FELT TOADSTOOL  SMALL,Website,222.0,20,1.13,True
4497,FELT TOADSTOOL LARGE,Amazon,80.0,11,1.47,True
4498,FELT TOADSTOOL LARGE,Emag,321.0,20,1.66,True
4499,FELT TOADSTOOL LARGE,Offline,97.0,14,1.77,True
4500,FELT TOADSTOOL LARGE,Website,159.0,16,1.55,True
4501,FELTCRAFT 6 FLOWER FRIENDS,Amazon,1062.0,135,2.53,True
4502,FELTCRAFT 6 FLOWER FRIENDS,Emag,2536.0,144,2.46,True
4503,FELTCRAFT 6 FLOWER FRIENDS,Offline,1389.0,154,2.38,True
4504,FELTCRAFT 6 FLOWER FRIENDS,Website,468.0,135,2.42,True
4505,FELTCRAFT BOY JEAN-PAUL KIT,Amazon,110.0,32,4.92,True
4506,FELTCRAFT BOY JEAN-PAUL KIT,Emag,93.0,38,5.89,True
4507,FELTCRAFT BOY JEAN-PAUL KIT,Offline,89.0,35,5.28,True
4508,FELTCRAFT BOY JEAN-PAUL KIT,Website,72.0,27,4.89,True
4509,FELTCRAFT BUTTERFLY HEARTS,Amazon,946.0,119,1.61,True
4510,FELTCRAFT BUTTERFLY HEARTS,Emag,2688.0,130,1.62,True
4511,FELTCRAFT BUTTERFLY HEARTS,Offline,1333.0,121,1.67,True
4512,FELTCRAFT BUTTERFLY HEARTS,Website,386.0,136,1.63,True
4513,FELTCRAFT CHRISTMAS FAIRY,Amazon,402.0,87,4.46,True
4514,FELTCRAFT CHRISTMAS FAIRY,Emag,478.0,91,4.49,True
4515,FELTCRAFT CHRISTMAS FAIRY,Offline,598.0,78,4.55,True
4516,FELTCRAFT CHRISTMAS FAIRY,Website,418.0,83,4.61,True
4517,FELTCRAFT CUSHION BUTTERFLY,Amazon,407.0,93,4.09,True
4518,FELTCRAFT CUSHION BUTTERFLY,Emag,846.0,96,4.42,True
4519,FELTCRAFT CUSHION BUTTERFLY,Offline,609.0,87,4.44,True
4520,FELTCRAFT CUSHION BUTTERFLY,Website,709.0,82,4.1,True
4521,FELTCRAFT CUSHION OWL,Amazon,641.0,130,4.14,True
4522,FELTCRAFT CUSHION OWL,Emag,341.0,114,4.16,True
4523,FELTCRAFT CUSHION OWL,Offline,1116.0,123,4.01,True
4524,FELTCRAFT CUSHION OWL,Website,980.0,121,4.29,True
4525,FELTCRAFT CUSHION RABBIT,Amazon,790.0,116,4.41,False
4526,FELTCRAFT CUSHION RABBIT,Emag,487.0,80,4.11,False
4527,FELTCRAFT CUSHION RABBIT,Offline,527.0,113,4.19,True
4528,FELTCRAFT CUSHION RABBIT,Website,1043.0,89,4.4,True
4529,FELTCRAFT DOLL EMILY,Amazon,258.0,66,3.38,True
4530,FELTCRAFT DOLL EMILY,Emag,326.0,70,3.23,True
4531,FELTCRAFT DOLL EMILY,Offline,466.0,75,3.2,True
4532,FELTCRAFT DOLL EMILY,Website,290.0,65,3.48,True
4533,FELTCRAFT DOLL MARIA,Amazon,24.0,11,3.22,True
4534,FELTCRAFT DOLL MARIA,Emag,40.0,11,2.95,True
4535,FELTCRAFT DOLL MARIA,Offline,120.0,20,2.93,True
4536,FELTCRAFT DOLL MARIA,Website,11.0,8,3.32,True
4537,FELTCRAFT DOLL MOLLY,Amazon,1088.0,83,3.33,True
4538,FELTCRAFT DOLL MOLLY,Emag,1666.0,91,3.11,True
4539,FELTCRAFT DOLL MOLLY,Offline,269.0,70,3.48,True
4540,FELTCRAFT DOLL MOLLY,Website,44.0,100,3.16,True
4541,FELTCRAFT DOLL ROSIE,Amazon,535.0,90,3.31,False
4542,FELTCRAFT DOLL ROSIE,Emag,489.0,80,3.44,False
4543,FELTCRAFT DOLL ROSIE,Offline,358.0,63,3.3,True
4544,FELTCRAFT DOLL ROSIE,Website,316.0,77,3.43,True
4545,FELTCRAFT GIRL AMELIE KIT,Amazon,264.0,74,5.72,True
4546,FELTCRAFT GIRL AMELIE KIT,Emag,242.0,67,5.19,True
4547,FELTCRAFT GIRL AMELIE KIT,Offline,255.0,64,5.34,True
4548,FELTCRAFT GIRL AMELIE KIT,Website,235.0,83,5.28,True
4549,FELTCRAFT GIRL NICOLE KIT,Amazon,174.0,47,5.21,True
4550,FELTCRAFT GIRL NICOLE KIT,Emag,169.0,43,5.45,True
4551,FELTCRAFT GIRL NICOLE KIT,Offline,121.0,35,5.26,True
4552,FELTCRAFT GIRL NICOLE KIT,Website,192.0,63,5.2,True
4553,FELTCRAFT HAIRBAND PINK AND BLUE,Amazon,171.0,38,0.97,False
4554,FELTCRAFT HAIRBAND PINK AND BLUE,Emag,134.0,36,1.2,True
4555,FELTCRAFT HAIRBAND PINK AND BLUE,Offline,283.0,47,1.05,True
4556,FELTCRAFT HAIRBAND PINK AND BLUE,Website,220.0,43,1.03,True
4557,FELTCRAFT HAIRBAND PINK AND PURPLE,Amazon,196.0,30,0.98,True
